Sentences,Explicit Bias,Implicit Bias,Emotional Intensity,Irony
在《WomenwithMustachesandMenwithoutBeards:GenderandSexualAnxietiesofIranianModernity》的作者看来，在卡扎尔前期的审美理念中美是ungendered的，把没有胡子的青年amrad和剃掉胡须使自己成为男性欲望的对象的成年男子Mukhannas视为女性化是一种基于性别二元论（非男即女）和异性恋正统主义（同性恋欲望根源于受挫的异性恋欲望）的观点，实际上是否有胡子不是区分男性和女性的特征，而是区分成年男子和青少年男子的特征，而Mukhannas也可能是在模仿青少年男子而不是女人。然而，如果遵循对性别二元论的基本定义，即只有两种性别——男性和女性——且两者彼此截然不同，那么卡扎尔文化在这些方面只挑战了“男女截然不同”而未必挑战了“默认只有男女两性”，因为对年轻男性的审美和不同年龄阶段的男性的欲望与被欲望的对象角色区分，并不涉及跨越男性和女性（或其他性别）之间的社会界限；认为Mukhannas改变部分性征是对amrad而非女性的模仿甚至否定了Mukhannas在这方面的性别不一致，判定剃掉胡须的“非男子气”成年男性是被视为构成单独的性别类别、占据男性和其他性别间的模糊地带，抑或只是男性性别的非常规表达，需要具体语境；美向来被认为是一种普遍的品质，对人类的审美是没有性别标记的，并非预先存在既非男性也非女性或从一种性别跨越到另一种性别的理念框架。男性和女性性别在形而上的神圣之美中被悬置了，而不是被抹除和超越，它存在于二元和非二元的框架之外，尽管它仍然以某种形式挑战了二元性别框架，因为美以一种不分性别类别的更普遍的方式被欣赏和体验。一点不准确的引申想法：默认通常只有男女两性，但男性和女性在许多方面一致也应该一致，对没有了解过任何性别理论的现代人来说毫不陌生。真的存在一种在各方面遵循固定的、二元的类别，男女在各方面都不同的文化吗？如果没有一种文化和社会使男人和女人在所有方面都不同，那么被我们认为“挑战了性别二元论”的文化挑战的对象在哪里?或者说性别二元论只是一种意识形态的建构，和父权制一样，是基于学者的偏见和不完整、有缺陷的证据发展而来的社科概念，常常不能对应到具体的社会现实，而我们挑战的并不是在现实中实现的性别二元论形式，而只是这种东西可能存在的假设，和（不是所有方面的）由这种假设形成的社会和文化规范？,0,0,0,0
小组群三个人一个异性恋一个同性恋我都服了看他们讲恋爱我只能咂咂嘴心想我真的不懂这个世界,0,0,0,0
十四，人们说婚姻是爱情的坟墓，可我渴望的很呢，只是我渴望的是同性恋婚姻，我也想有一个家庭！我的理想不对么？！世界大同，乌托邦，那样的祖国该有多美啊，同性恋再也不必为了传宗接代骗婚了，都勇敢的做自己，再也没有婚姻悲剧了，难道这个理想不好么？！,0,0,1,0
求同性恋放过我,1,1,1,0
是什么样的心态才能坦然接受自担谈恋爱呢，我只希望我担是个纯同性恋。,0,0,0,0
les私信超话以恋爱为目的的交友98年/处女座/坐标：江苏/长发p/165cm115斤名副其实打工人，基本看到的消息都会回复，比较粘人，平时喜欢追剧，看电影，旅游比较宅，不抽烟喝酒，圈子干净。希望找个比我高的，年龄在00-90之间的，情绪稳定，恋爱前后落差感不要太大，能时刻惦记我的，我这人比较注重细节，醋坛子#百合圈交友中心#,0,0,0,0
晚饭的时候着急忙慌看了十几分钟的lcrc，正好看到第九集的海尔男同追忆往昔，才知道朋友说的直球是有多直球，尼玛的直接酒店大床房两个人裹着浴袍含情微笑说千束是我们的女儿，怎么说呢这好像不是青年女性看的那种bl文艺作品而是单纯的加入了lgbt要素，不知道的还以为是网飞出品，但是我真有点吃这一口了，原来我是对西装精英反派毫无兴趣的，但这个哥他虽然坏吧但又充分展现出对老公和女儿的柔情，那风烧劲给我拔起来了，更别说他老公还是个厚唇卷发黑哥哥，但要赶一个8点的ddl所以只有偃旗息鼓，但是交上去了以后这个被按耐的杏欲又蠢蠢欲动了，好想草西装反派中年人但是明天还有考试，只能继续强制养胃了,0,0,1,0
如果天赐是异性恋，那么嫁给他的老婆应该很惨吧？毕竟不生出儿子应该是不让停的，如果生出儿子说不定得生三胎呢如果天赐是同性恋，那他父母可能得疯吧。毕竟全家都盼这么一个儿子，不过他的儿子还能带回一个儿子，也算双倍阳刚了谁让他们这么喜欢儿子呢有点符合我对英语男老师以及天赐的刻板印象了,1,1,1,0
不敢是异性恋但也不敢是同性恋,1,1,1,0
智敏你为啥不是同性恋如果可以随便更改人的性取向我一定要你当同性恋,1,0,1,0
我：妈，你看，一把同性恋妈：你搞同性恋干嘛嘞我：不是我搞同性恋，但是我搞同性恋,0,0,0,1
我现在在逐渐接受梁思喆和曹烨不洁的这个事实好了梁思喆我想明白了情感需求排解孤独感我勉强能接受了吧那曹烨呢我确实是不太理解曹烨啊他是为什么他没意识到自己喜欢梁思喆？有可能他是因为他爸所以抵触同性恋吧是不是他根本没想到其实这么看两人真的有很大的困难最终走到一起诶呀我的天早知道就不看追尾了,0,0,0,0
这几年流行了很多观点我都不置可否。但是“女性是一种处境，而不是性别”这句话我还是蛮震撼的。包括但不限于同性恋全体女性的那一个出来锤小三的时候用了一堆甄嬛传语录、网红老公出来哭诉女博主假人设等等。都让人感觉天然被剥削一方，被以亲密关系而控制另一方失去自我及自我的发展前途都可以称之为“女性”。因为人的思维模式里，惯性这是女人会发生的事。所以反而呢，这个思维惯性，才是女人天然的束缚。其实除了生育会让女人牺牲是真正的女性处境，其他都是他人要改变的思维模式。真正被辜负的是真心，真正被欺凌的是弱者，请不要以为天然是女性。,0,0,1,0
大哥们你俩搭配年演同性恋了还搞纯爱这一套。,0,1,1,1
病妻小说里的童淮不是异性恋也不是同性恋，童淮你是风忻脑，童淮你承认吧,0,0,1,0
排挤霸凌同性恋队友的男爱豆真的尽显阳刚之气啊,1,0,1,1
英美名篇精读课超话24-2-11-妈妈走后1-和谐的关系绝不来自于施压我小的时候也是偷偷摸摸的干家长不允许的事情，也像评论区同学说的本来想写作业，爸妈一说就不想写了。但是我这两年却发现自己也开始有了要说教别人的苗头，我会对伴侣说教，甚至会有对我那才一岁多的儿子说教的念头。我复盘了一下我在叨叨别人的时候我的脑回路，我发现我想要开始说教的时候，我当下是分不清哪些是自己的功课，哪些是别人的功课的。我想要跟对方分享我的建议，这个初衷看似是正向的，我希望对方可以少走弯路，但这其中其实是包含着控制欲的，同时无论对方听与不听，我都会从想要从对方身上获得一种成就感，比如“你看你听我的没错吧”或者“让你不听我的，你看栽了吧”。同时这轻飘飘简单的一句话可以让自己有种负起了责任的错觉，事后还能居高临下的评价对方，既不用设身处地的以对方的立场和现实处境去考虑，又无需自己承担后果。这种又简单又容易获得“成就感”的不良模式，真的容易陷进去。2-存在即是价值，但不代表非要统一行为或者要求结果“似乎你们本身的存在没有让他们多么开心，而是你们达成了什么结果才能让他们开心”，我们被要求的着长大，很有可能，我们长大了也会潜移默化的去要求别人，或者认为自己达成了别人的要求才能算作是认同。听到这里我想起来我大学时期和朋友的一段对话，我们有天聊到同性恋这个话题。我高中的时候入坑《绝望的主妇》，看剧的时候自然而然的接受了同性恋这个概念。当时和朋友聊起来，朋友觉得不太能接受，觉得自己无法接受和同性谈恋爱，我说其实并不是要你和相同性别的人去谈恋爱才代表你接受这个事，接受就只是你了解到了有一部分人会对同性别的人心动，想和同样性别的同伴发展亲密关系，仅此而已。同理可得，和人相处不代表自己要完全按照对方的标准去做，或者让别人完全按照自己的标准去做。在不伤害自己和他人合法权益的前提条件下，看见、了解、尊重就好，可以提出自己的观点，甚至可以提升自己的表达能力让别人更好的理解自己的观点，但是不要妄图强行改变对方，或者强行改变自己迎合对方。我好像在很久以前就明白了这个道理，但我也发现“举一”并不代表在所有时候都能做到“反三”。,0,0,0,0
老师我喜欢看同性恋谈恋爱这个病了不得哦搞不好会传染而且危害性很高的所以我就先不返校了,1,0,1,1
我诅咒我讨厌的老师，我就诅咒他的孩子是同性恋，我想以他们那个封建思想绝对要崩溃,1,1,1,0
俺觉得娱乐圈好笑一点：泰腐：同性恋是工作，异性恋是生活。内鱼：异性恋是工作，同性恋是生活。柯瑞嗯：单身是工作，恋爱是生活。日娱：爱豆安心营业是工作，爱豆不安恋爱是生活。欧美：亲和力是工作，玩很大是生活,0,0,1,1
弃文超话我想提醒某些作者，纯同性恋是对异性没有丝毫的兴趣！！心理和生理都没有！！男同只可能有女性朋友，不可能有女朋友！（除非他想骗婚骗感情）除非是双，所以不要写什么主角和异性有过X行为经历了行不？,1,0,1,0
关于乌托邦：年，美国科学家卡尔宏开始了一项名为“老鼠乌托邦”的实验，他们为老鼠们打造了一个资源充足、近乎完美的理想世界。这个实验的目的是解开一个长久以来的谜团：在理想环境中，老鼠是否能够无限繁衍？然而，实验结果却出乎所有人的意料，雄鼠拒绝社交，雌鼠开始吃小的，最终整个鼠群因为心理病态而灭绝。无明历程里的世人总认为，科技能带来完美的乌托邦，智能机器人把所有人的工作都干了，科技无限输出能量与生活物资，元宇宙提供一切刺激，最后每一个人可以的被完美地圈养。可是结果呢？同性恋泛滥，女人也不再愿意生儿育女，男人也不再愿意承担家庭关系的负担，最后和实验中的结果是一样的。,0,0,0,0
想起了之前跟侄女室友夜聊过性取向的话题，她们都大概观点是虽然对同性恋有点不理解但比较尊重但是特别不理解双性恋。我：（张开的嘴又慢慢地闭了回去）她们：喜欢男的就喜欢男的，喜欢女的就喜欢女的，为什么会同时喜欢两种性别我：（原来爱无关性别原来当初只有我当了真）,0,0,0,1
同性恋有时只是那么一瞬间的事儿；那么一瞬间，爱上他或者她，忘了别的一切人。然后幻觉散去，徐徐落地，从各自的人生里，头也不回地走过去。,0,0,0,0
俄罗斯军警对待戏弄他的女装大佬，直接一拳打晕。其实同性恋没有什么，你悠着点谁也不会把你当回事，可怕的是有些人把小众当做了特权，还以为自己鹤立鸡群。L军武吐槽的微博视频,0,1,1,1
最近在思考一个问题，同性恋的合法化，这个群体，大概占一定的比例，在人口这么多的中国，有万之多，可是这个群体好像几乎从中国消失了一样，可见有很多同妻，而这样的群体有以上被抑郁困扰，也更容易滋生暴力。我自己换位思考一下，假如有一位女性貌美如花、才华横溢，也无法让我产生爱情的情愫，更多的是喜欢和欣赏，如果让我跟一位非常有魅力的女性共同生活一辈子，我会觉得很恶心，假如她是非常有魅力的女性我都这样，更不用说假如对方魅力一般。同理同性恋也是如此，那是多么糟糕的体验，真希望这个群体可以勇敢一点，不畏惧社会的眼光和压力，为自己争取权益，争取法律的合法化，也让大众慢慢习惯和接受。,0,0,1,0
